32020,13832,426.92,296.15,287.63,274.1,280.1,229.12,219.3,190.21,156.06,151.34,144.31,97.346,76.824,60.399,48.576,41.951,40.269,37.358,27926,11475,22.514,6.0085,0.44852,0.32101,1.1202,0.19986,0.32081,0.58772,0.47226,0.72764,0.39497,0.18073,0.10208,0.054793,0.021936,0.023867,0.019661,0.14699,30146,12986,90.375,32.423,18.456,12.637,14.217,11.035,7.0193,6.7143,9.8507,8.454,8.3036,3.7751,2.1444,1.6909,1.5726,1.3301,1.2288,1.0556,936.45,429.68,61.903,22.181,13.891,11.787,12.042,9.9782,9.3393,8.601,7.7077,8.2058,7.2557,5.3263,3.6769,2.9908,2.6308,2.3864,2.2917,2.1479,-222,-201,-190,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0
31360,13605,764.19,346.04,295.35,269.25,266.37,232.64,218.87,181.22,168.42,142.96,136.78,98.292,78.412,59.427,47.419,42.902,40.172,37.331,27106,11251,8.2655,8.5312,0.73888,0.83188,0.88644,0.36613,0.21349,0.34301,1.7343,0.25378,0.55855,0.04049,0.066178,0.069554,0.028453,0.066935,0.0072107,0.19736,29240,12596,91.541,33.353,18.524,12.257,15.491,11.749,6.8917,6.8606,10.972,8.5679,7.6503,3.2674,2.0382,1.6295,1.5326,1.2937,1.1821,1.0028,964.31,443.63,88.484,33.95,17.397,11.797,11.773,10.163,9.5507,8.0596,8.4219,7.7493,6.7151,5.3573,3.7364,2.9722,2.5806,2.4108,2.2923,2.1422,-310,-262,-256,-256,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0
30902,13457,597.93,284.38,288.92,281.57,262.77,241.54,216.6,195.75,156.83,148.55,142.76,98.11,78.481,59.492,48.986,42.345,40.511,37.568,27043,11248,5.6708,7.4065,0.90824,0.8426,0.91917,0.374,0.33337,0.59857,2.0892,0.20178,0.37907,0.1799,0.060468,0.050283,0.025972,0.019764,0.037414,0.12003,29139,12552,88.574,30.706,17.163,11.975,14.567,11.095,6.4712,7.2759,11.412,8.1543,7.4077,3.4016,2.0809,1.6512,1.5172,1.2713,1.152,0.97875,759.01,356.23,68.966,18.766,13.009,12.028,11.37,10.223,9.1269,8.7505,7.6761,7.9478,7.0349,5.2673,3.7171,2.957,2.6125,2.3559,2.2641,2.1158,-200,-192,-185,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0
30748,13330,452.86,281.07,300.03,275.29,260.17,251.08,226.96,190.76,166.8,150.03,136.14,100.24,80.424,58.789,49.903,42.931,40.962,37.975,27037,11347,2.79,7.5013,0.84399,0.59843,1.1511,0.35184,0.24454,0.34821,0.63636,0.33057,0.080033,0.13513,0.032892,0.086718,0.011285,0.046122,0.033413,0.16403,29489,12703,87.598,31.255,18.55,12.746,14.867,11.099,6.7982,7.3201,11.339,8.2137,7.6911,3.6732,2.1323,1.6221,1.5006,1.2777,1.1703,0.99749,644.42,310.28,63.236,18.666,16.522,13.035,11.511,10.72,9.6718,8.5188,8.4696,7.8911,6.7219,5.5111,3.7765,2.9245,2.6321,2.383,2.2767,2.1294,-204,-194,-187,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0
30992,13689,617.92,303.19,302.92,294.59,286.21,253.32,225.38,205.24,171.22,153.48,155.99,103.75,82.309,63.385,50.517,45.497,42.357,39.726,26783,11260,14.183,2.9917,0.48129,0.63683,0.84852,0.47375,0.012807,0.076468,0.25705,0.057967,0.46887,0.05412,0.079996,0.055607,0.025758,0.031758,0.015122,0.1744,30000,12923,89.571,32.877,18.805,12.968,14.327,10.9,6.7351,6.9481,10.099,7.7921,7.774,3.5174,2.1991,1.6783,1.5716,1.3252,1.2051,1.0347,911.01,418.18,65.686,25.364,15.727,12.69,12.412,10.79,9.4709,9.2795,8.5054,8.301,7.8629,5.5877,3.9002,3.1315,2.6959,2.5232,2.3724,2.2404,-2,1,-275,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0
31076,13488,638.56,310.75,283,295.53,272.4,245.27,224.37,194,167.61,151.42,139.53,95.262,81.083,61.776,49.251,44.427,41.413,38.611,26610,11405,2.6467,8.559,0.47957,0.75096,0.26917,0.43475,0.4038,0.33056,2.3843,0.262,0.32482,0.1983,0.11487,0.02835,0.01994,0.0095687,0.011494,0.15743,28945,12469,86.31,32.099,17.788,12.283,14.458,11.057,6.9692,7.2173,11.125,8.168,7.4556,3.4213,2.1671,1.7157,1.5283,1.2789,1.1436,0.98466,1508.5,666.24,78.761,24.027,14.233,12.92,11.809,10.662,9.6103,8.721,8.4936,8.0904,6.8984,5.253,3.8806,3.0762,2.654,2.4881,2.3375,2.2016,-214,-201,-192,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0
30912,13355,420.56,288.71,278.27,274.69,256.7,246.95,206.98,186.99,168.21,148.9,132.71,97.441,75.918,59.707,48.322,41.822,39.729,37.29,28046,11576,7.1343,9.629,0.52267,0.30464,0.78705,0.6534,0.059847,0.32006,2.3697,0.66501,0.51444,0.21302,0.091941,0.04311,0.0046363,0.043773,0.014294,0.16674,29857,12861,88.483,30.775,17.773,12.073,14.623,11.139,7.3335,7.1492,11.414,7.9833,7.4856,3.503,2.0383,1.5583,1.4556,1.2284,1.1088,0.94794,781.81,357.82,59.285,17.339,13.288,11.908,10.979,10.603,8.9408,8.3341,8.2478,7.8204,6.468,5.2835,3.5753,2.9096,2.5251,2.2796,2.1759,2.0518,-212,-211,-357,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0
30871,13467,808.14,327.47,305.63,294.77,263.9,260.51,227.41,207.83,155.16,153.55,147.93,100.45,82.511,61.995,49.62,45.264,41.756,39.22,26761,11411,7.5868,7.1211,1.5043,0.27497,0.62758,0.71575,0.3307,0.33852,2.1966,0.093283,0.40679,0.11652,0.0095958,0.037997,0.0347,0.018724,0.03091,0.17543,29278,12612,90.457,34.302,18.598,13.261,15.395,11.196,6.6196,7.3001,11.405,7.9548,7.6885,3.4695,2.1224,1.6126,1.4652,1.235,1.1172,0.95338,1301,578.17,95.201,36.391,16.022,14.383,12.045,11.187,9.6395,9.2805,7.9249,8.3363,7.3219,5.45,3.8853,3.0719,2.6559,2.4998,2.3433,2.2005,-285,1,-206,-206,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0
30753,13400,707.46,343.18,296.13,268.4,266.48,242.86,211.79,196.58,151.58,153.24,134.63,96.019,79.06,59.062,49.307,42.734,39.681,38.042,28319,11578,4.0241,7.0515,0.53932,0.25502,0.87196,0.60909,0.12145,0.1548,0.7098,0.3457,0.19031,0.073245,0.1339,0.014646,0.0088684,0.014827,0.03793,0.089261,30051,12945,97.233,37.441,20.813,13.185,13.299,10.267,6.9322,6.8893,9.6087,7.8599,8.2923,4.0201,2.0673,1.6521,1.4934,1.2196,1.1246,0.93871,688.28,323.03,102.6,42.441,19.468,12.239,11.595,10.24,9.1736,8.7293,7.8988,8.3635,6.6921,5.2852,3.7065,2.893,2.5632,2.3254,2.184,2.0827,-372,-386,-222,-221,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0
30827,13600,698.56,298.28,315.78,287.38,277.36,252.8,225.82,201.78,173.47,147.83,151,105.06,82.845,62.74,50.092,45.742,42.59,39.608,27771,11214,9.3491,12.686,0.79478,0.55056,0.7216,0.53034,0.056755,0.068513,1.5446,0.32259,0.81254,0.22061,0.050676,0.081278,0.044861,0.07579,0.035822,0.19381,30046,12944,100.28,34.9,20.075,13.592,14.616,10.874,6.8093,7.1243,11.211,7.78,7.4999,3.5299,2.1259,1.6363,1.4924,1.2512,1.125,0.97294,631.42,320.73,108.52,32.171,20.216,14.253,12.152,10.807,9.6765,8.9623,8.5728,7.8205,7.407,5.6502,3.9286,3.0711,2.6573,2.4899,2.3576,2.1961,-2,1,-260,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0
29811,13047,536.86,299.03,296.04,275.82,257.36,253.63,224.17,193.09,163.28,155,132.26,97.933,80.69,60.592,50.023,42.855,41.369,38.114,26285,10929,8.1778,7.8453,1.0774,0.32115,1.1127,0.61194,0.27562,0.28683,0.47331,0.72431,0.47776,0.16191,0.091183,0.043212,0.059586,0.046202,0.055691,0.12477,29318,12630,90.118,32.037,19.015,12.64,14.842,11.106,7.032,7.3777,10.675,8.0888,7.4185,3.7449,2.3338,1.7214,1.5407,1.2793,1.1498,0.98303,518.9,266.17,73.69,23.641,16.709,12.606,11.07,10.769,9.6018,8.5563,8.3194,8.2389,6.6221,5.4598,3.773,2.9777,2.643,2.3676,2.2975,2.1274,-27,1,-339,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0
30619,13325,482.64,280.01,272.15,251.94,264.94,214.68,213.38,184.75,144.11,133.34,135.48,91.107,75.212,55.107,45.379,41.033,37.942,35.564,27381,11425,14.277,7.9425,0.25415,0.71686,0.60078,0.73641,0.14001,0.20539,0.52241,0.1574,0.63067,0.036216,0.071107,0.038862,0.028251,0.026243,0.052846,0.14136,29008,12496,85.984,30.658,17.663,12.223,12.795,9.9096,6.5524,6.8512,9.959,7.3374,7.2727,3.8902,2.1678,1.649,1.5372,1.2624,1.1311,0.95073,927.3,419.14,60.747,17.9,13.29,11.011,11.354,9.2403,9.1151,8.2799,7.5837,7.4746,6.819,5.0033,3.5442,2.7638,2.4276,2.2494,2.1302,1.9935,-290,-323,-328,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0
30103,12999,414.23,291.3,268.33,290.09,247,246.54,212.33,185.61,163.98,148.35,131.79,96.87,78.371,58.72,47.573,42.781,40.155,37.215,26028,11106,10.528,2.3301,1.6533,0.38797,1.2837,0.6439,0.27561,0.42723,1.0028,0.33619,0.66067,0.048197,0.016945,0.036875,0.052406,0.0263,0.022852,0.094612,28674,12352,82.104,29.976,18.045,12.94,15.603,11.819,6.924,6.8035,10.648,8.5837,8.1078,3.393,2.0296,1.5346,1.4693,1.2621,1.1641,0.99068,909.38,411.2,49.776,17.542,13.523,12.708,10.674,10.491,9.1539,8.3419,8.2329,7.7937,6.3754,5.3424,3.6961,2.899,2.5649,2.3531,2.2484,2.0927,-290,-421,-251,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0
29346,12864,594.48,285.58,278.82,279.15,252.54,237.54,211.33,194.52,146.94,145.62,138.76,98.531,77.237,58.838,47.555,42.495,39.837,37.012,26945,10947,5.7836,9.758,0.45568,0.22441,0.64022,0.8258,0.28196,0.30317,0.98902,0.45553,0.86158,0.18278,0.080337,0.028237,0.018865,0.049393,0.015794,0.14735,28879,12441,89.749,29.996,17.182,12.201,15.259,11.211,6.5999,6.6288,10.429,8.3222,7.803,3.2962,1.8639,1.4588,1.421,1.1836,1.0705,0.90061,343.27,198.72,76.234,17.465,12.879,11.889,11.115,10.077,8.8408,8.8259,7.4735,7.745,6.667,5.2738,3.5905,2.8581,2.4649,2.2997,2.1651,2.0189,-680,-322,-316,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0
30112,13090,450.86,294.88,291.01,272.9,279.82,233.08,220.12,199.89,159.49,137.19,149.09,98.917,81.104,59.623,48.554,43.924,40.835,38.057,26883,11259,6.4323,13.143,0.82154,0.14303,1.0419,0.59891,0.5093,0.11131,1.0024,0.57913,0.51521,0.14228,0.093373,0.1308,0.021778,0.03593,0.034319,0.082774,29581,12743,86.425,30.075,17.379,12.649,15.686,11.599,6.9489,6.7455,10.578,8.1447,8.4988,3.4645,2.004,1.6148,1.554,1.3078,1.1918,1.0056,521.76,263.55,55.084,15.551,12.921,11.691,12.104,10.018,9.3373,8.7758,8.2225,7.2991,7.2554,5.2842,3.8365,2.9477,2.6057,2.4096,2.2967,2.1402,-358,1,-333,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0
30408,13181,579.21,292.5,292.95,285.12,271.82,239.41,221.94,191.95,171.58,151.93,141.06,96.451,80.57,60.715,48.44,44.493,40.292,38.738,27047,11242,1.9127,10.624,1.6849,0.6655,0.92693,0.2203,0.24766,0.13351,1.3357,0.42985,0.17273,0.1669,0.015908,0.077039,0.099287,0.077631,0.033923,0.14811,29665,12779,90.384,33.024,19.053,13.174,15.472,11.41,7.401,7.3483,11.621,8.9693,8.3992,3.5875,2.0942,1.6052,1.5004,1.249,1.1326,0.96055,546.36,270.15,75.138,24.901,15.186,12.755,11.875,10.173,9.343,8.7276,8.646,8.1434,7.0147,5.26,3.7917,2.9744,2.5642,2.4143,2.2306,2.1391,-431,-315,-309,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0
29415,12861,763.65,303.76,286.96,274.89,248.33,243.67,207.62,186,167.43,146.81,136.76,98.393,78.135,57.139,47.874,41.721,39.585,36.816,26938,11119,6.7116,4.5055,0.41329,0.12554,1.5558,1.1788,0.06178,0.16272,0.88233,0.43319,0.52885,0.064007,0.062455,0.048766,0.022813,0.042594,0.026386,0.11742,28411,12239,95.498,34.444,17.877,12.629,14.862,10.822,6.4633,6.7913,11.152,8.4513,7.6145,3.3135,1.9488,1.4728,1.4293,1.1724,1.056,0.89042,681.61,325.24,109.04,35.722,15.396,12.25,10.791,10.217,8.8255,8.3538,8.4038,7.7255,6.6863,5.2797,3.6276,2.7662,2.4833,2.2269,2.1348,1.994,-542,-487,-343,-343,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0
28728,12919,792.84,284.61,259.4,271.92,247.26,230.19,211.86,175.89,157.42,133.54,141.75,91.559,75.465,55.965,47.213,40.463,38.245,35.979,26923,11323,11.175,11.514,0.92639,0.46371,1.7861,0.3168,0.45766,0.13219,0.86716,0.21154,1.7662,0.16185,0.073278,0.032209,0.043428,0.051148,0.010625,0.1257,27631,11903,90.601,32.541,18.02,12.041,15.472,11.251,6.7222,6.7749,11.474,8.2625,7.8448,3.2162,1.8296,1.4083,1.3597,1.1211,1.0065,0.84311,423.78,224.48,91.91,33.193,14.517,11.916,10.861,9.9595,9.097,7.9772,7.9293,7.2095,7.0456,4.8499,3.517,2.6828,2.4002,2.1519,2.0545,1.9152,-248,-247,-420,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0
29419,13119,555.34,282.29,263.78,260.55,255.97,223.2,205.77,182.37,141.75,141.51,122.56,88.425,75.26,55.77,44.691,40.773,37.414,35.489,27175,11568,9.0257,2.9396,0.83292,0.40951,0.466,0.30069,0.27492,0.22842,1.0462,0.35087,0.57442,0.16174,0.095024,0.05712,0.040238,0.027002,0.029738,0.08712,28422,12243,85.497,30.603,17.264,11.892,16.158,11.549,6.6437,6.9015,11.63,8.1595,7.418,3.1566,1.8977,1.4417,1.3734,1.1373,1.0243,0.87489,674.67,311.69,71.303,20.692,12.666,11.261,11.046,9.5937,8.7786,8.0651,7.477,7.6973,5.9061,4.8198,3.5142,2.6809,2.3089,2.1663,2.0086,1.9095,-236,-233,-356,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0
28882,13010,689.31,287.27,261.84,271.24,259,221.75,207.41,187.61,145.28,147.02,124.64,94.146,74.606,57.371,45.848,41.321,37.629,36.276,26725,11465,11.929,1.0504,0.89161,0.4984,1.6328,0.26408,0.2177,0.3113,0.38798,0.25682,0.45527,0.098325,0.092159,0.096658,0.03405,0.028468,0.024645,0.13721,27675,11921,89.098,32.341,17.007,11.938,15.45,11.166,6.1146,6.6287,10.931,8.5379,7.5337,3.2454,1.8555,1.375,1.2997,1.0795,0.98801,0.8294,632.87,295.72,89.375,31.148,13.18,11.663,11.227,9.5299,8.7174,8.3129,7.526,7.7738,6.0573,5.1689,3.4555,2.7294,2.3655,2.1653,2.0225,1.9276,-361,-360,-190,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0
28835,12909,819.96,316.93,265.86,256.68,236.8,226.5,203.08,181.9,135.37,139.25,123.67,88.168,72.538,55.124,43.864,40.076,37.104,34.686,26612,11526,12.679,7.5835,0.36527,0.44712,0.56101,0.73463,0.55023,0.22989,2.0261,0.1973,0.96343,0.14369,0.030971,0.06907,0.053241,0.064556,0.033557,0.099573,27495,11844,91.444,35.8,18.105,11.829,15.036,11.202,6.4174,6.9559,11.41,8.2992,8.1749,3.3603,1.8801,1.4349,1.3525,1.1096,0.99373,0.83202,599.43,279.87,103.48,44.472,15.476,11.163,10.349,9.7329,8.5588,8.238,6.8059,7.5318,5.9131,4.8093,3.4087,2.6183,2.2582,2.1058,1.9774,1.8496,-390,-362,-361,-358,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0
